name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"33.9804357,74.9374944",02/04/94,20.7,5.7,14.9,20.7,5.7,14.9,5.4,58.3,0,0,0,,,,,5.4,250,,22,4,,,,,1994-04-02T06:17:00,1994-04-02T18:51:24,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",03/04/94,16.7,8.4,12.1,16.7,8.4,12.1,6.6,70.4,0,0,0,,,,,3.6,185,,62.5,2.8,,,,,1994-04-03T06:15:39,1994-04-03T18:52:09,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",04/04/94,9.1,6.7,8,9.1,6.7,7.7,7.1,94.2,13,100,12.5,rain,,,,9.4,348.2,,100,1.4,,,,,1994-04-04T06:14:19,1994-04-04T18:52:55,0.77,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,42027099999
"33.9804357,74.9374944",05/04/94,11.7,5.1,9.5,11.7,5.1,9.5,6.2,80.6,34,100,4.17,rain,,,,9.4,309.9,,86,2.8,,,,,1994-04-05T06:12:59,1994-04-05T18:53:40,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,42027099999
"33.9804357,74.9374944",06/04/94,8.1,4.7,6.4,7.4,3.5,5.5,5.2,92.2,7.9,100,8.33,rain,,,,5.4,320,,95,2,,,,,1994-04-06T06:11:39,1994-04-06T18:54:25,0.84,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,42027099999
"33.9804357,74.9374944",07/04/94,15.7,8.2,12,15.7,8.2,12,-2.6,38.3,0.3,100,4.17,rain,,,,5.4,320,,30,4,,,,,1994-04-07T06:10:20,1994-04-07T18:55:11,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,42027099999
"33.9804357,74.9374944",08/04/94,17.9,2.4,8,17.9,2.4,8,0.1,64.6,0,0,0,,,,,0,,,40,7.5,,,,,1994-04-08T06:09:01,1994-04-08T18:55:56,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",09/04/94,18.7,9.9,15.6,18.7,9.9,15.6,-1.2,35,0,0,0,,,,,11.2,223.8,,56.7,4,,,,,1994-04-09T06:07:42,1994-04-09T18:56:41,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",10/04/94,10.1,8.7,9.4,10.1,8.1,9.1,2.6,62.5,0.1,100,4.17,rain,,,,5.4,140,,100,3,,,,,1994-04-10T06:06:24,1994-04-10T18:57:27,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,42027099999
"33.9804357,74.9374944",11/04/94,12.7,9.1,10.9,12.7,9.1,10.9,3.8,62.8,0,0,0,,,,,5.4,320,,70,4,,,,,1994-04-11T06:05:07,1994-04-11T18:58:12,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",12/04/94,15.9,3.1,8.1,15.9,3.1,8.1,2.5,71.9,0,0,0,,,,,3.6,202.5,,37.5,4,,,,,1994-04-12T06:03:50,1994-04-12T18:58:58,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",13/04/94,13.9,5.2,8.7,13.9,5.2,8.7,3.4,72.2,0,0,0,,,,,3.6,123.2,,77.5,4,,,,,1994-04-13T06:02:33,1994-04-13T18:59:43,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",14/04/94,9.1,7.1,8,9.1,7.1,8,4.8,83.4,0.9,100,4.17,rain,,,,3.6,320,,100,2.7,,,,,1994-04-14T06:01:18,1994-04-14T19:00:29,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,42027099999
"33.9804357,74.9374944",15/04/94,12.1,8.7,10.4,12.1,8.7,10.4,6.3,76.5,5.7,100,4.17,rain,,,,3.6,320,,100,3,,,,,1994-04-15T06:00:02,1994-04-15T19:01:15,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,42027099999
"33.9804357,74.9374944",16/04/94,17.1,10.4,13.1,17.1,10.4,13.1,6.6,67.8,0.6,100,4.17,rain,,,,5.4,320,,83.3,4,,,,,1994-04-16T05:58:48,1994-04-16T19:02:00,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,42027099999
"33.9804357,74.9374944",17/04/94,18.1,8.2,13.9,18.1,8.2,13.9,6.1,62.2,0,0,0,,,,,3.6,205,,46,3.6,,,,,1994-04-17T05:57:34,1994-04-17T19:02:46,0.21,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",18/04/94,17.7,7.1,12.9,17.7,7.1,12.9,5.5,65.2,0,0,0,,,,,3.6,292.5,,65,4,,,,,1994-04-18T05:56:20,1994-04-18T19:03:32,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",19/04/94,17.1,5.4,11.1,17.1,5.4,11.1,4.3,67.2,0,0,0,,,,,5.4,230,,45,4,,,,,1994-04-19T05:55:08,1994-04-19T19:04:18,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",20/04/94,18.7,10.7,14.5,18.7,10.7,14.5,5.4,55.9,0,0,0,,,,,3.6,293.4,,75,4,,,,,1994-04-20T05:53:56,1994-04-20T19:05:04,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",21/04/94,18.4,9.2,13.6,18.4,9.2,13.6,6.9,66.7,0,0,0,,,,,3.6,218.8,,78,3.6,,,,,1994-04-21T05:52:45,1994-04-21T19:05:50,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",22/04/94,15.4,9.1,11.6,15.4,9.1,11.6,7.9,80.5,8.4,100,8.33,rain,,,,5.4,221.2,,86,2.8,,,,,1994-04-22T05:51:34,1994-04-22T19:06:36,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,42027099999
"33.9804357,74.9374944",23/04/94,16.7,10.7,13.9,16.7,10.7,13.9,6.2,60.8,0,0,0,,,,,3.6,295,,92.5,4,,,,,1994-04-23T05:50:25,1994-04-23T19:07:23,0.41,Overcast,Cloudy skies throughout the day.,cloudy,42027099999
"33.9804357,74.9374944",24/04/94,20.1,5.1,14.3,20.1,5.1,14.3,4.4,55.7,0,0,0,,,,,5.4,290,,28,4,,,,,1994-04-24T05:49:16,1994-04-24T19:08:09,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",25/04/94,22.1,13.2,17.9,22.1,13.2,17.9,3.8,42.6,0,0,0,,,,,3.6,239.7,,4,5.2,,,,,1994-04-25T05:48:08,1994-04-25T19:08:55,0.48,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",26/04/94,24.1,6.9,15,24.1,6.9,15,4.8,58.4,0,0,0,,,,,3.6,230,,15,4,,,,,1994-04-26T05:47:01,1994-04-26T19:09:42,0.5,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",27/04/94,25.2,7.1,17.3,25.2,7.1,17.3,3.7,46.1,0,0,0,,,,,3.6,248.7,,0,5.2,,,,,1994-04-27T05:45:55,1994-04-27T19:10:28,0.55,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",28/04/94,26.1,8.1,19.3,26.1,8.1,19.3,5,44.8,0,0,0,,,,,5.4,230,,0,7.6,,,,,1994-04-28T05:44:50,1994-04-28T19:11:15,0.58,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",29/04/94,16.1,12.9,14.9,16.1,12.9,14.9,11.3,79.6,6.4,100,4.17,rain,,,,5.4,162,,93.3,2.7,,,,,1994-04-29T05:43:46,1994-04-29T19:12:01,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,42027099999
"33.9804357,74.9374944",30/04/94,13.9,10.9,12,13.9,10.9,12,10.3,89.7,15.4,100,4.17,rain,,,,5.4,239.9,,96.7,2,,,,,1994-04-30T05:42:43,1994-04-30T19:12:48,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,42027099999
"33.9804357,74.9374944",01/05/94,13.7,12.1,12.9,13.7,12.1,12.9,11,88.2,17,100,4.17,rain,,,,5.4,266.4,,80,2.7,,,,,1994-05-01T05:41:41,1994-05-01T19:13:34,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,42027099999
"33.9804357,74.9374944",02/05/94,20.1,9.7,14.1,20.1,9.7,14.1,9.9,78.7,18.4,100,4.17,rain,,,,0,,,73.3,4,,,,,1994-05-02T05:40:40,1994-05-02T19:14:21,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,42027099999
"33.9804357,74.9374944",03/05/94,20.4,15.2,17.8,20.4,15.2,17.8,9.9,62.2,0,0,0,,,,,9.4,233.6,,50,3,,,,,1994-05-03T05:39:40,1994-05-03T19:15:07,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",04/05/94,20.1,12.9,17.3,20.1,12.9,17.3,11.1,68.2,0,0,0,,,,,1.8,180,,82.5,4,,,,,1994-05-04T05:38:41,1994-05-04T19:15:54,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",05/05/94,25.1,17.2,21.9,25.1,17.2,21.9,10.8,50.6,0,0,0,,,,,1.8,70,,40,4,,,,,1994-05-05T05:37:44,1994-05-05T19:16:40,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",06/05/94,23.7,16.7,19.4,23.7,16.7,19.4,10.2,55.7,0,0,0,,,,,13,140,,57.5,4,,,,,1994-05-06T05:36:47,1994-05-06T19:17:26,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",07/05/94,23.9,11.1,19.2,23.9,11.1,19.2,10.5,60.3,0,0,0,,,,,5.4,248.9,,72,4,,,,,1994-05-07T05:35:52,1994-05-07T19:18:13,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",08/05/94,18.1,12.4,14.9,18.1,12.4,14.9,12.1,84.2,10.5,100,4.17,rain,,,,11.2,230,,83.3,2.7,,,,,1994-05-08T05:34:58,1994-05-08T19:18:59,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,42027099999
"33.9804357,74.9374944",09/05/94,15.9,10.2,13.7,15.9,10.2,13.7,9.9,78.7,13.8,100,4.17,rain,,,,5.4,278.3,,86,2.8,,,,,1994-05-09T05:34:05,1994-05-09T19:19:45,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,42027099999
"33.9804357,74.9374944",10/05/94,17.1,11.4,14.5,17.1,11.4,14.5,9.1,70.8,1.3,100,4.17,rain,,,,7.6,140,,87.5,3,,,,,1994-05-10T05:33:14,1994-05-10T19:20:31,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,42027099999
"33.9804357,74.9374944",11/05/94,21.9,13.1,17.1,21.9,13.1,17.1,8.4,57.8,1.5,100,4.17,rain,,,,3.6,230,,16.7,8,,,,,1994-05-11T05:32:23,1994-05-11T19:21:17,0.02,Rain,Clear conditions throughout the day with rain clearing later.,rain,42027099999
"33.9804357,74.9374944",12/05/94,20.4,15.4,18.6,20.4,15.4,18.6,9.5,56,0,0,0,,,,,3.6,320,,75,5.5,,,,,1994-05-12T05:31:34,1994-05-12T19:22:02,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",13/05/94,13.9,11.7,12.6,13.9,11.7,12.6,10.3,86.4,1.2,100,4.17,rain,,,,1.8,250,,93.3,3.3,,,,,1994-05-13T05:30:47,1994-05-13T19:22:48,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,42027099999
"33.9804357,74.9374944",14/05/94,18.1,13.7,15.4,18.1,13.7,15.4,11.4,78.1,6.5,100,4.17,rain,,,,3.6,333.1,,70,4,,,,,1994-05-14T05:30:00,1994-05-14T19:23:33,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,42027099999
"33.9804357,74.9374944",15/05/94,18.9,18.9,18.9,18.9,18.9,18.9,11.6,62.6,0,0,0,,,,,3.6,360,,40,4,,,,,1994-05-15T05:29:15,1994-05-15T19:24:18,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",16/05/94,,,,,,,,,,,0,,,,,0,,,,,,,,,1994-05-16T05:28:32,1994-05-16T19:25:03,0.19,,,,
"33.9804357,74.9374944",17/05/94,26.1,10.4,17.9,26.1,10.4,17.9,11.5,69.6,2.6,100,4.17,rain,,,,1.8,140,,16.7,6,,,,,1994-05-17T05:27:50,1994-05-17T19:25:47,0.23,Rain,Clear conditions throughout the day with morning rain.,rain,42027099999
"33.9804357,74.9374944",18/05/94,27.1,19.7,23.4,27.4,19.7,23.5,13.5,54,0,0,0,,,,,0,,,45,4,,,,,1994-05-18T05:27:09,1994-05-18T19:26:31,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",19/05/94,27.1,15.7,20.8,27,15.7,20.8,12.5,61.5,0.8,100,4.17,rain,,,,3.6,306,,43.8,3.8,,,,,1994-05-19T05:26:30,1994-05-19T19:27:15,0.3,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,42027099999
"33.9804357,74.9374944",20/05/94,27.1,13.1,20.3,27.1,13.1,20.3,12.4,63.8,0,0,0,,,,,3.6,76.6,,25,4,,,,,1994-05-20T05:25:52,1994-05-20T19:27:58,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",21/05/94,18.1,18.1,18.1,18.1,18.1,18.1,12.4,69.3,1.8,100,4.17,rain,,,,1.8,90,,80,4,,,,,1994-05-21T05:25:16,1994-05-21T19:28:41,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,42027099999
"33.9804357,74.9374944",22/05/94,,,,,,,,,,,0,,,,,0,,,,,,,,,1994-05-22T05:24:41,1994-05-22T19:29:23,0.4,,,,
"33.9804357,74.9374944",23/05/94,24.1,14.4,19.4,24.1,14.4,19.4,12.2,65.2,0,0,0,,,,,7.6,178.5,,76,3.2,,,,,1994-05-23T05:24:07,1994-05-23T19:30:05,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",24/05/94,16.7,11.6,14.4,16.7,11.6,14.4,11.8,82.9,7.9,100,4.17,rain,,,,11.2,228.3,,93.3,2,,,,,1994-05-24T05:23:36,1994-05-24T19:30:47,0.47,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,42027099999
"33.9804357,74.9374944",25/05/94,22.7,11.9,17.6,22.7,11.9,17.6,11.4,70,5.4,100,4.17,rain,,,,3.6,314.3,,54,3.6,,,,,1994-05-25T05:23:05,1994-05-25T19:31:28,0.5,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,42027099999
"33.9804357,74.9374944",26/05/94,25.9,16.4,20.9,25.9,16.4,20.9,11.9,59.8,0,0,0,,,,,3.6,230,,20,4,,,,,1994-05-26T05:22:37,1994-05-26T19:32:08,0.54,Clear,Partly cloudy throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",27/05/94,26.7,12.4,18.6,26.7,12.4,18.6,12.2,68.8,0,0,0,,,,,3.6,275,,7.1,4,,,,,1994-05-27T05:22:09,1994-05-27T19:32:48,0.57,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",28/05/94,29.4,11.7,21,28,11.7,20.7,11.6,60.7,0,0,0,,,,,3.6,170.7,,13.8,6.3,,,,,1994-05-28T05:21:44,1994-05-28T19:33:27,0.6,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",29/05/94,28.2,21.1,25.4,27.4,21.1,25.2,12.9,48.1,0,0,0,,,,,3.6,330.6,,42.5,4,,,,,1994-05-29T05:21:20,1994-05-29T19:34:06,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",30/05/94,25.7,16.2,21.8,25.7,16.2,21.8,12.6,57.4,0,0,0,,,,,3.6,101.4,,52,3.6,,,,,1994-05-30T05:20:57,1994-05-30T19:34:43,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",31/05/94,22.7,14.7,18.5,22.7,14.7,18.5,12.3,68.2,0.6,100,4.17,rain,,,,5.4,205,,55,3.7,,,,,1994-05-31T05:20:36,1994-05-31T19:35:20,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,42027099999
"33.9804357,74.9374944",01/06/94,25.9,11.2,18.3,25.9,11.2,18.3,11.6,67.6,0.2,100,4.17,rain,,,,3.6,180,,22.9,4,,,,,1994-06-01T05:20:17,1994-06-01T19:35:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,42027099999
"33.9804357,74.9374944",02/06/94,28.1,13.1,19.9,28,13.1,19.9,13.7,70.6,0,0,0,,,,,5.4,140,,42.5,4,,,,,1994-06-02T05:19:59,1994-06-02T19:36:32,0.77,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",03/06/94,21.4,16.1,18.2,21.4,16.1,18.2,11.6,66.7,1.2,100,4.17,rain,,,,3.6,261.9,,53.3,4,,,,,1994-06-03T05:19:43,1994-06-03T19:37:07,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,42027099999
"33.9804357,74.9374944",04/06/94,25.4,12.7,20,25.4,12.7,20,10.8,60.1,0,0,0,,,,,3.6,12.8,,43.3,4,,,,,1994-06-04T05:19:29,1994-06-04T19:37:40,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",05/06/94,28.7,13.7,20.3,27.7,13.7,20.1,11,57.9,0,0,0,,,,,5.4,228.2,,23.3,6,,,,,1994-06-05T05:19:16,1994-06-05T19:38:13,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",06/06/94,30.1,13.4,23.1,29,13.4,22.7,12.1,54.2,0,0,0,,,,,3.6,185,,10,8.5,,,,,1994-06-06T05:19:04,1994-06-06T19:38:45,0.9,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",07/06/94,23.7,13.1,18,23.7,13.1,18,13.9,76.4,0,0,0,,,,,1.8,70,,12.5,5.5,,,,,1994-06-07T05:18:55,1994-06-07T19:39:16,0.93,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",08/06/94,23.2,17.9,20.8,23.2,17.9,20.8,14.9,70.5,0,0,0,,,,,11.2,25.1,,56.7,2.7,,,,,1994-06-08T05:18:47,1994-06-08T19:39:46,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",09/06/94,24.7,15.1,20.2,24.7,15.1,20.2,14.6,72.4,14,100,4.17,rain,,,,5.4,214.1,,57.5,3.5,,,,,1994-06-09T05:18:40,1994-06-09T19:40:15,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,42027099999
"33.9804357,74.9374944",10/06/94,21.7,14.2,18.1,21.7,14.2,18.1,13.5,75.7,12,100,4.17,rain,,,,5.4,106.2,,70,3.6,,,,,1994-06-10T05:18:35,1994-06-10T19:40:43,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,42027099999
"33.9804357,74.9374944",11/06/94,20.1,13.9,16.4,20.1,13.9,16.4,13.7,85,0,0,0,,,,,3.6,230,,96,2.4,,,,,1994-06-11T05:18:32,1994-06-11T19:41:09,0.07,Overcast,Cloudy skies throughout the day.,cloudy,42027099999
"33.9804357,74.9374944",12/06/94,16.4,12.1,14.4,16.4,12.1,14.4,12.6,89.1,7.7,100,4.17,rain,,,,7.6,50,,76,2.8,,,,,1994-06-12T05:18:30,1994-06-12T19:41:35,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,42027099999
"33.9804357,74.9374944",13/06/94,14.7,11.7,13.3,14.7,11.7,13.3,12.1,92.7,1.9,100,4.17,rain,,,,3.6,106.2,,91.7,2.3,,,,,1994-06-13T05:18:29,1994-06-13T19:41:59,0.14,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,42027099999
"33.9804357,74.9374944",14/06/94,17.9,12.2,14.8,17.9,12.2,14.8,11.9,83,3.1,100,4.17,rain,,,,1.8,270,,83.3,4,,,,,1994-06-14T05:18:31,1994-06-14T19:42:22,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,42027099999
"33.9804357,74.9374944",15/06/94,26.7,22.2,24.5,26.7,22.2,24.5,12.6,48.9,0,0,0,,,,,3.6,320,,50,4,,,,,1994-06-15T05:18:33,1994-06-15T19:42:44,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",16/06/94,29.7,19.9,25.3,28.4,19.9,25.2,13.7,50.4,0,0,0,,,,,13,207.4,,27.5,4,,,,,1994-06-16T05:18:38,1994-06-16T19:43:04,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",17/06/94,30.4,21.4,25.9,29.7,21.4,25.5,13.7,48.4,0,0,0,,,,,1.8,360,,20,4,,,,,1994-06-17T05:18:43,1994-06-17T19:43:24,0.25,Clear,Partly cloudy throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",18/06/94,30.9,20.9,25.9,30.2,20.9,25.5,13.1,46.6,0,0,0,,,,,1.8,115,,0,7,,,,,1994-06-18T05:18:50,1994-06-18T19:43:42,0.32,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",19/06/94,32.1,15.7,23.3,32.3,15.7,23.4,15.4,65.4,0,0,0,,,,,1.8,140,,0,8,,,,,1994-06-19T05:18:59,1994-06-19T19:43:58,0.35,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",20/06/94,32.6,22.7,28.8,32.6,22.7,28.7,15.5,45.9,0,0,0,,,,,3.6,256,,5,4,,,,,1994-06-20T05:19:09,1994-06-20T19:44:13,0.39,Clear,Clear conditions throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",21/06/94,33.1,17.4,26.8,34,17.4,27,16.2,55.6,0,0,0,,,,,3.6,180,,20,6.4,,,,,1994-06-21T05:19:21,1994-06-21T19:44:27,0.42,Clear,Partly cloudy throughout the day.,clear-day,42027099999
"33.9804357,74.9374944",22/06/94,32.6,18.1,27.2,32.6,18.1,27.2,15.9,53.4,0,0,0,,,,,1.8,230,,24,5.2,,,,,1994-06-22T05:19:33,1994-06-22T19:44:39,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",23/06/94,33.6,24.6,28.9,35.5,24.6,29.5,18.2,53.7,0,0,0,,,,,3.6,295,,23.3,3,,,,,1994-06-23T05:19:48,1994-06-23T19:44:50,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",24/06/94,30.6,21.2,26.5,31.5,21.2,27.1,19.1,65.6,0,0,0,,,,,3.6,230,,38.3,3,,,,,1994-06-24T05:20:03,1994-06-24T19:45:00,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",25/06/94,32.1,20.9,26.7,33.2,20.9,27.3,17.9,60.7,5.2,100,4.17,rain,,,,5.4,154.8,,54,4,,,,,1994-06-25T05:20:20,1994-06-25T19:45:08,0.56,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,42027099999
"33.9804357,74.9374944",26/06/94,29.6,17.7,24.5,30.3,17.7,24.8,17.2,69.6,1.2,100,4.17,rain,,,,3.6,236.4,,48,4,,,,,1994-06-26T05:20:38,1994-06-26T19:45:14,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,42027099999
"33.9804357,74.9374944",27/06/94,30.6,23.1,27.6,30.7,23.1,27.9,18.2,58.4,0,0,0,,,,,3.6,221.4,,46,4,,,,,1994-06-27T05:20:58,1994-06-27T19:45:19,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",28/06/94,31.1,21.1,26.6,31.5,21.1,27,18.7,63.9,0,0,0,,,,,5.4,230,,52.5,4,,,,,1994-06-28T05:21:18,1994-06-28T19:45:22,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",29/06/94,32.6,31.6,32.1,33.1,32.8,33,18,43.1,0,0,0,,,,,1.8,230,,30,4,,,,,1994-06-29T05:21:40,1994-06-29T19:45:24,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",30/06/94,33.4,26.6,30.7,35.8,26.6,32.4,20.4,55.1,90,100,4.17,rain,,,,3.6,160,,40,4,,,,,1994-06-30T05:22:03,1994-06-30T19:45:24,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,42027099999
"33.9804357,74.9374944",01/07/94,30.6,21.7,26.3,32.4,21.7,27.1,19.4,66.8,0,0,0,,,,,7.6,247.8,,58.3,4,,,,,1994-07-01T05:22:26,1994-07-01T19:45:22,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",02/07/94,31.6,19.1,26,32.8,19.1,26.6,19.3,68.3,0,0,0,,,,,13,227.5,,67.1,4,,,,,1994-07-02T05:22:51,1994-07-02T19:45:19,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",03/07/94,26.1,20.9,22.8,26.1,20.9,22.8,19.4,81.9,0,0,0,,,,,7.6,242.7,,78.3,4,,,,,1994-07-03T05:23:18,1994-07-03T19:45:14,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
"33.9804357,74.9374944",04/07/94,25.1,20.4,23.7,25.1,20.4,23.7,18.6,73.9,2.5,100,4.17,rain,,,,3.6,246.1,,77.5,4,,,,,1994-07-04T05:23:45,1994-07-04T19:45:08,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,42027099999
"33.9804357,74.9374944",05/07/94,30.1,22.1,26.4,30.5,22.1,26.7,18.7,65,0,0,0,,,,,3.6,230,,43.3,4,,,,,1994-07-05T05:24:13,1994-07-05T19:45:00,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,42027099999
